Label,Name,Text
1,City of Lompoc Transit, City of Lompoc Transit known as COLT is primary provider of mass transportation in Lompoc Mission Hills and Vandenberg Village California. Six local routes are provided plus one interurban line to Solvang California.
7,Young Women's Christian Association (Richmond Virginia), Young Women's Christian Association is a historic YWCA building in Richmond Virginia. It was built in 1913-1914 and is a three-story five bay brick and stone Renaissance Revival style building. The two-story rear block contains the gymnasium. The building features an elaborately designed entry portico with a curved exterior staircase.It was listed on the National Register of Historic Places in 1984.
4,Wen Huyi, Wen Huyi (Chinese: 文虎一) (born May 11 1983 in Tumen Jilin) is a Chinese footballer of Korean descent who currently plays for Chinese League One side Shenyang Shenbei F.C. as a striker or midfielder.
7,184 38th Street, 184 38th Street also known as McBride Log House is a historic log house in the Lawrenceville neighborhood of Pittsburgh Pennsylvania. Before its demolition it was thought to be the oldest log house in any major American city to be used as a residence.Dating to the 1820s it was one of the original buildings in Lawrenceville. Several attempts have been made by historical groups to restore the building but such efforts are cost prohibitive.
4,Antony Sweeney, Antony Thomas Sweeney (born 5 September 1983 in Stockton-on-Tees) is a professional footballer who plays as a midfielder for Hartlepool United in League Two.
3,Douwe Blumberg, Douwe Blumberg (pronounced Dow a Dutch name) is a bronze sculptor who is most well known for his statue of a special forces soldier on horseback commemorating Special Forces operations in Afghanistan during the opening days of Operation Enduring Freedom. He has received more than 200 commissions and a number of awards since he established since becoming a sculptor in 2000. He attended the University of Southern California and studied at the Idyllwild School of Music and the Arts.
3,Ambrose McCarthy Patterson, Ambrose McCarthy Patterson (29 June 1877 – 26 December 1967) was a painter and printmaker.
11,Scenedesmus, Scenedesmus is a genus of algae specifically of the Chlorophyceae. They are colonial and non-motile.
11,Meconopsis napaulensis, Meconopsis napaulensis (Nepal poppy or satin poppy) is a plant of the family Papaveraceae. The plant contains beta-carbolines which (in doses high enough) act as a psychedelic drug. However its phytochemistry remains predominantly unstudied.Recent taxonomical reclassification by Grey-Wilson (2006) has separated 4 new species from M. napaulensis: M. chankheliensis M. ganeshensis M. staintonii and M. wilsonii while M. wallichii has been reinstated. M.
13,Two-Minute Warning, Two-Minute Warning is a 1976 disaster film directed by Larry Peerce and starring Charlton Heston John Cassavetes Martin Balsam Beau Bridges Jack Klugman Gena Rowlands and David Janssen. It was based on the novel of the same name written by George La Fountaine Sr. The film was nominated for an Academy Award for Best Film Editing.
12,Mr. Wonderful (Fleetwood Mac album), Released in 1968 Mr. Wonderful is the second album by the British blues-rock band Fleetwood Mac. This all-blues album was broadly similar to their debut album albeit with some changes to personnel and recording method. The album was recorded live in the studio with miked amplifiers and PA system rather than plugged into the board.[citation needed] A horn section was introduced; and Christine Perfect of Chicken Shack was featured on keyboards.
5,Florencio Abad, Florencio Butch Barsana Abad (born July 13 1954) is a Filipino lawyer and politician. Having held many cabinet-level ranks in the past he is the current Secretary of the Philippine Department of Budget and Management. Abad held various cabinet-level positions in the past particularly as Secretary of the Department of Education and Secretary of the Department of Agrarian Reform.
3,Cynthia Knott, Cynthia Knott (born March 20 1952 Newark NJ) is a painter known for her horiztonally-oriented seascapes which recall the multiforms of Mark Rothko and the later work of J.M.W. Turner.
11,Grewia orientalis, Grewia orientalis is a species of flowering plant in the India and Sri Lanka.It is threatened by habitat loss.
11,Pararchidendron, Pararchidendron is a genus of flowering plants in the legume family Fabaceae. It belongs to the sub family Mimosoideae.
13,The Stairs (film), The Stairs is a 1950 American short documentary film. It was nominated for an Academy Award for Best Documentary Short.
13,Baciami ancora, Baciami ancora (Kiss Me Again) is a 2010 film written and directed by Gabriele Muccino.The film a sequel to The Last Kiss was released in theaters on January 29 2010. In its opening weekend the film grossed €3119351. In total it grossed over €9 million.
13,Luke's Fatal Flivver, Luke's Fatal Flivver is a 1916 American short comedy film starring Harold Lloyd.
11,Debina (grape), Debina is a white Greek wine grape grape primarily in the Zitsa region of Epirus. The grape's high acidity lends itself to sparkling wine production.
13,Devil's Pass, Devil's Pass (originally titled The Dyatlov Pass Incident) is a 2013 UK-Russian horror film directed by Renny Harlin written by Vikram Weet and starring Holly Goss Matt Stokoe Luke Albright Ryan Hawley and Gemma Atkinson as Americans who investigate the Dyatlov Pass incident. It is shot in the style of found footage.
7,Gates Hall and Pultneyville Public Square, Gates Hall and Pultneyville Public Square is a historic theater and village green located at Pultneyville in Wayne County New York. Gates Hall was built in 1826 by the Union Church Society as a place of worship for the community's Methodists Presbyterians and Episcopalians. In 1867 the building began to be used as a theater. It was remodeled in 1894 in the Queen Anne style to serve as a multipurpose civic building. It is a two story gable roofed building resting on a raised basement.
5,Sonomyn Luvsan, Sonomyn Luvsan (Mongolian: Сономын Лувсан; 1912 - 1994) was a prominent Mongolian politician and diplomat who was acting Chairman of the Presidium of the People's Great Khural of the Mongolian People's Republic or MPR (titular head of state) from June 29 1972 to June 11 1974. During World War II Luvsan served as deputy prime minister under Khorloogiin Choibalsan. On February 21 1949 he was appointed Deputy Chairman of the Council of Ministers as well as Minister of Trade.
10,Urosalpinx tampaensis, Urosalpinx tampaensis is a species of sea snail a marine gastropod mollusk in the family Muricidae the murex snails or rock snails.
3,Peggy Weil, Peggy Weil is an artist working in digital media.She graduated from Harvard in 1976 and received a Masters Degree from MIT in 1982. There she was a part of the Architecture Machine Group where she worked under Nicholas Negroponte.In 1990 she produced A Silly Noise House an award-winning CD-ROM with multimedia pioneer The Voyager Company.
12,Expressions (Chick Corea album), Expressions is an album by Chick Corea released in 1993 through the record label GRP. The album peaked at number ten on Billboard's Top Jazz Albums chart.The Album is dedicated to Art Tatum.
14,United! (novel), United! is a 1973 children's novel by prolific British author Michael Hardcastle. It is the second in a series of books focusing on the fortunes of fictitious youth football team Bank Vale United.
14,Death Note Another Note: The Los Angeles BB Murder Cases, Death Note: Another Note: The Los Angeles BB Murder Cases (アナザーノート ・ ロサンゼルスBB連続殺人事件 anazā nōto - rosanzerusu BB renzoku satsujin jiken) is a light novel written by Nisio Isin and released on August 1 2006. The story is a prequel to the manga Death Note and expands on the briefly-mentioned Los Angeles BB Murder Cases.
3,Artie Lange, Arthur Steven Artie Lange Jr. (born October 11 1967) is an American actor comedian radio personality and author best known for his tenures with the The Howard Stern Show and the comedy sketch series MADtv. He is the host of a sports and entertainment radio show named The Artie Lange Show.Lange performed his first stand-up comedy routine at 19 years of age. He took up work as a longshoreman to help support his family following the death of his quadriplegic father.
3,Marc Costanzo, Marc Costanzo (born August 1 1972) is a record executive record producer artist and songwriter from Toronto Ontario Canada. Born in Montreal he relocated with his family to Toronto in the early '90s. He is the lead vocalist and producer of the alternative band Len and wrote the hit single Steal My Sunshine.
11,Miconia aligera, Miconia aligera is a species of plant in the Melastomataceae family. It is endemic to Peru.
9,Kableshkovo Dobrich Province, Kableshkovo Dobrich Province is a village in the municipality of Tervel in Dobrich Province in northeastern Bulgaria.
2,Akeley Wood School, Akeley Wood School is a mixed independent primary and secondary school with an attached sixth form near Buckingham. It is owned by Cognita an independent schools company chaired by Chris Woodhead. The school prides itself on a very special family atmosphereThe school accommodates pupils aged 12 months –18 years old albeit not on the same site – stretching efforts across three separate schools; the Junior School Senior School - Tile House Mansion and Senior School – Akeley Wood.
6,HMS Ontario (1780), HMS Ontario was a British warship that sank in a storm in Lake Ontario on October 31 1780 during the American Revolutionary War. She was a 22-gun snow and at 80 feet (24 m) in length the largest British warship on the Great Lakes at the time. The shipwreck was discovered in 2008 by Jim Kennard and Dan Scoville. The Ontario was found largely intact and very well preserved in the cold water.
3,Shady Nate, Nathaniel Findley better known by his stage name Shady Nate is an American rapper from Oakland. He is CEO and Founder of Shady Nation. He is also member of the groups Da Heavy Hitterz (Jay Jonah) The Go Boyz aka Pot of Gold (Dotrix 4000 J. Stalin & Kaz Kyzah) Livewire (J. Stalin Lil Blood The Mekanix Philthy Rich & Stevie Joe) & Livewire Da Gang (J. Stalin & Jay Jonah).
7,Tokyo Metropolitan Art Space, Tokyo Metropolitan Art Space (東京芸術劇場 Tōkyō Geijutsu Gekijō) is a centre for the performing arts located in Ikebukuro Toshima Tokyo Japan. It opened in 1990 and is operated by Tokyo Metropolitan Foundation for History and Culture. There is a concert hall with 1999 seats and a theatre with 841 seats as well as a number of smaller spaces. Yoshinobu Ashihara was the architect with acoustical design by Nagata Acoustics.
9,Križpolje, Križpolje is a village in the Lika-Senj County Croatia. The settlement is administered as a part of Brinje municipality.According to national census of 2001 population of the settlement is 655.
6,HNLMS De Ruyter (F804), HNLMS De Ruyter (F804) (Dutch Zr. Ms. De Ruyter) is the third De Zeven Provinciën class frigate of the Royal Netherlands Navy. She was laid down in 2000 launched in 2002 and commissioned in 2004. The frigate is named after the famous Dutch admiral Michiel de Ruyter (1607–1676).The frigate should not be mistaken with the former Hr. Ms.
14,The Hitch-Hiker (radio play), The Hitch-Hiker is a radio play written by Lucille Fletcher. It was first presented on the November 17 1941 broadcast of the Orson Welles Show on CBS Radio featuring a score written and conducted by Bernard Herrmann Fletcher's first husband. Welles performed The Hitch-Hiker four times on radio and the play was adapted for a notable 1960 episode of the television series The Twilight Zone.
13,Sake Bombs and Happy Endings, Sake Bombs and Happy Endings is a DVD by the pop punk band Sum 41 of their promotional tour for Does This Look Infected? and filmed in Tokyo Bay NK Hall in Urayasu Japan on May 17 2003.It was remastered in Dolby Digital 5.1. It also includes the music videos for Still Waiting and Over My Head (Better Off Dead).During the song Nothing On My Back Deryck can be heard singing lines from the Nirvana song You Know You're Right.
14,The Death of Tintagiles, The Death of Tintagiles (French: La Mort de Tintagiles) is an 1894 play by Belgian playwright Maurice Maeterlinck. It was Maeterlinck's last play for marionettes.Maeterlinck dedicated the play to Aurélien Lugné-Poe a theatre director who had supported several of his earlier works.
3,Armand Salacrou, Armand Camille Salacrou (9 August 1899 – 23 November 1989) was a French dramatist.He was born in Rouen but spent most of his childhood at Le Havre and moved to Paris in 1917. His first works show the influence of the Surrealists.He was the owner of a profitable advertising firm but sold it in order to devote his time to writing plays. Encouraged by Charles Dullin he wrote in a wide range of styles and enjoyed great success from the mid-1930s.
12,Prelapse, Prelapse is an album by the Boston-based band of the same name featuring John Zorn. The album was released on the Japanese Avant label in 1999 and features 10 tracks originally written by Zorn for the band Naked City. The band came to Zorn's attention after transcribing several Naked City compositions.
1,Overseas Containers, Overseas Containers Limited (OCL) was a container shipping company formed by a consortium of British shipping companies in 1965. It is not to be confused with Orient Overseas Container Line (OOCL).
4,Luis Cetin, Luis Gustavo Cetin or simply Luis Cetin (born August 5 1987 in Limeira) is a goalkeeper who is a Turkish decent. He currently plays for Boa.
9,Płociczno Podlaskie Voivodeship, Płociczno [pwɔˈt͡ɕit͡ʂnɔ] is a village in the administrative district of Gmina Bakałarzewo within Suwałki County Podlaskie Voivodeship in north-eastern Poland. It lies approximately 11 kilometres (7 mi) south-east of Bakałarzewo 11 km (7 mi) west of Suwałki and 107 km (66 mi) north of the regional capital Białystok.The village has a population of 120.
10,Eldredgeia, Eldredgeia is a genus of trilobites in the order Phacopida suborder Phacopina family Calmoniidae. This genus comes from the Devonian of South America and South Africa usually found in nodules. The trilobite Eldredgeia venusta from Bolivia is the most common South American trilobite on today's fossil market and even then it is not all that common. This genus has a spiny pygidium and usually the eye facets are well preserved.
5,Gábor Bányai, Gábor Bányai (born 1969) is a Hungarian politician member of the National Assembly (MP) for Bácsalmás Bács-Kiskun County (Constituency X) since 2006. He is a member of the Committee on Sustainable Development since May 14 2010.He served as President of the General Assembly of Bács-Kiskun County from 2006 to 2010.
12,Defying Gravity (Keith Urban album), Defying Gravity is the sixth studio album by Australian country music artist Keith Urban. It was released on 31 March 2009 (see 2009 in country music) on Capitol Nashville. The album's lead-off single is Sweet Thing which topped the Billboard Hot Country Songs chart in March 2009. Kiss a Girl was released on 7 March 2009 as the second single. The album became Urban's first number-one album on the Billboard 200 selling 171000 copies in its first week of release.
3,Joel Kramer (author), Joel Kramer (born August 9 1937) is an American author. He is especially known as an author of various books and articles about yoga as well as being a co-author with Diana Alstad of two books on modern society and the individual.
11,Horkelia truncata, Horkelia truncata is a species of flowering plant in the rose family known by the common name Ramona horkelia. It is native to the Peninsular Ranges of southern California and northern Baja California where it grows in the chaparral. This is a clumpy perennial herb forming tufts of erect leaves and stems. The leaves are up to 13 centimeters long and are made up of large oval-shaped leaflets with toothed edges and squared-off toothed tips.
8,Itapicuru-Mirim River, The Itapicuru-Mirim River is a river of Bahia state in eastern Brazil.
6,Opel Omega, The Opel Omega is a full-size car marketed by the German automaker Opel between 1986 and 2003 in two generations both manufactured at Opel's Rüsselsheim Germany plant. The first generation the Omega A (1986–1993) superseded the Opel Rekord was voted European Car of the Year for 1987 and was available as a saloon or estate.
10,Zodarion sardum, Zodarion sardum is a spider species found in Sardinia.
12,In the Arms of Love (album), In the Arms of Love is an album by American pop singer Andy Williams that was released on December 19 1966 by Columbia Records and was the last in a series of his albums produced by Robert Mersey.
12,Thunder in the East (album), Thunder in the East is Japanese heavy metal band Loudness' fifth studio album and the first released by a major American label after the contract signed with Atco Records a subsidiary of Warner Music Group. All the songs are in English. It is the first Loudness album produced by Max Norman who also produced the album Lightning Strikes in 1986 and the album Soldier of Fortune in 1989.
13,Harper Valley PTA (film), Harper Valley PTA is a 1978 comedy movie starring Barbara Eden. The movie was inspired by the country music song of the same title written by Tom T. Hall. In 1981 it was adapted into a television series with Barbara Eden reprising her role.
10,Panthera onca mesembrina, Panthera onca mesembrina commonly known as the Pleistocene South American jaguar is an extinct subspecies of the jaguar that was endemic to North and South America during the Pleistocene epoch (1.8 mya—11000 years ago).
4,Bill Melton, William Edwin Melton (born July 7 1945 in Gulfport Mississippi) nicknamed Beltin' Bill or Beltin' Melton is a former third baseman in Major League Baseball who played from 1968 through 1977 for the Chicago White Sox California Angels and Cleveland Indians. He is now a commentator for Comcast SportsNet White Sox broadcasts.
13,The Gray Man (2007 film), The Gray Man (previously known as Wisteria: The Horrible Story of Albert Fish) is a 2007 biographical thriller film based on the actual life and events of American serial killer rapist and cannibal Albert Fish. It premiered at the Montreal World Film Festival on August 31 2007 and was scheduled for a theatrical release sometime in 2007. It is directed by Scott Flynn and stars Belgian actor Patrick Bauchau as Albert Fish.
7,Vukovar Synagogue, Vukovar Synagogue was the main synagogue of the Jewish community in Vukovar Croatia after the first smaller synagogue was sold to the Calvinist church in 1910.The Jews of Vukovar settled in the city in the 19th century from other parts of the Habsburg Monarchy. The Jewish community in Vukovar was one of the oldest and most significant Jewish communities in Croatia. The first Vukovar synagogue was built in 1845 by architect Fran Funtak.
8,Harmukh, Harmukh (also known as Mount Haramukh or Harmukh mountain) is a mountain with a peak elevation of 5142 metres (16870 ft) in Ganderbal district of Jammu and Kashmir. Harmukh is part of the Himalaya Range and is located between Nallah Sindh in the south and Kishanganga Neelum River in the north rising above Gangabal Lake in the vicinity of Kashmir valley. It is mostly climbed from the northwestern side of Arin Bandipore.
12,Pc Quest (album), pc Quest is the 1991 self-titled first album by the group pc Quest. The album contains two Billboard Hot 100 hit singles (After the Summer's Gone(#41) and Can I Call You My Girl(#58)). Most of the songs were written by one or both of the songwriting team Tim James and Steven McClintock (best known for their work with 1980s pop singer Tiffany).
3,Sawai Gandharva, Ramachandra Kundgolkar Saunshi (Kannada: ರಾಮಚಂದ್ರ ಕುಂದಗೋಳಕರ ಸೌಶಿ) popularly known as Pandit Sawai Gandharva(January 19 1886 – September 12 1952) was a popular Hindustani Classical vocalist and Marathi stage actor of the Kirana Gharana. He was the first and foremost disciple of Utd. Abdul Karim Khan and guru of Bharat Ratna laureate Pt. Bhimsen Joshi. Pt. Gandharva is most well known for popularizing the stylings of the Kirana Gharana through his accomplished disciples including Pt.
8,Mount Nyangani, Mount Nyangani (formerly Mount Inyangani) is the highest mountain in Zimbabwe at 2592 m (8504 ft). The mountain is located within Nyanga National Park in Nyanga District is about 275 km (171 mi) south east of Harare. The summit lies atop a small outcrop of rock around 40m above the surrounding area. The remainder of the peak is a broad moor of mainly rolling hills and plateau with an area of about 8 km2. The edges of this plateau then fall steeply to the east and west sides.
5,Alfred Ghiro, Alfred Ghiro (born August 13 1968 in Baro Makira) is a Solomon Islands politician.He began his career in national politics when he was elected MP for East Makira in the August 2010 general election standing as a candidate for the Democratic Party.
14,The Cutting Edge (novel), The Cutting Edge is a fantasy novel by Dave Duncan
3,Fiorella Terenzi, Fiorella Terenzi is an Italian-born astrophysicist author and recording artist who is best known for taking recordings of radio waves from far-away galaxies and turning them into music. She received her doctorate from the University of Milan but is currently based in the United States.Described by Time magazine as a cross between Carl Sagan and Madonna Dr. Terenzi has studied opera and composition at Conservatory G.
13,Gun Belt (film), Gun Belt is a 1953 romantic Western drama film.
3,Matsutarō Kawaguchi, Matsutarō Kawaguchi (川口 松太郎 Kawaguchi Matsutarō 1 October 1899 – 9 June 1985) was a Japanese novelist playwright and movie producer active during the Shōwa period of Japan.
6,Schempp-Hirth Ventus, The Schempp-Hirth Ventus is a sailplane produced during 1980-1994 by Schempp-Hirth a German sailplane manufacturer. It was designed by Klaus Holighaus and replaced the Schempp-Hirth Mini-Nimbus. Schempp-Hirth manufactured 613 Ventus sailplanes.
3,James Horner, James Roy Horner (born August 14 1953) is an American composer conductor and orchestrator of film music. He is noted for the integration of choral and electronic elements in many of his film scores and for frequent use of Celtic musical elements. His score for the 1997 film Titanic remains the best selling orchestral film soundtrack of all time.Horner has scored over 100 films frequently collaborating with directors such as James Cameron Mel Gibson and Ron Howard.
1,Aviat Networks, Aviat Networks (NASDAQ:AVNW) is a global provider of microwave networking solutions providing public and private operators with communications networks to accommodate the exploding growth of IP-centric multi-gigabit data services.Headquartered in Santa Clara California Aviat Networks also has operations in Africa Asia and the Pacific Rim Europe Mexico the Middle East Russia and South America.
9,Zielonka Gmina Tuchola, Zielonka [ʑeˈlɔŋka] is a village in the administrative district of Gmina Tuchola within Tuchola County Kuyavian-Pomeranian Voivodeship in north-central Poland. It lies approximately 9 kilometres (6 mi) north-east of Tuchola and 61 km (38 mi) north of Bydgoszcz.
3,Yang Libing, Yang Libing (Chinese: 杨莉冰) is a former Singaporean actress. Her older sister is the late Yang Lina who was also an actress.Yang first entered the entertainment industry during the 1980s after SBC's drama training course. She starred in the long-running hit drama Wok of Life and won the Best Supporting Actress award at the Star Awards 1999.
6,Sikorsky XHJS, The Sikorsky XHJS-1 (manufacturer designation S-53) was developed by Sikorsky Aircraft to meet a Naval requirement for a utility helicopter. The XHJS-1 was not ordered into production and only two prototypes were built.
3,Michael E. Arth, Michael E. Arth is an American artist home/landscape/urban designer public policy analyst advocate for the homeless futurist documentary filmmaker and author. He was a 2010 candidate for governor of Florida. Also in 2010 he wrote Democracy and the Common Wealth: Breaking the Stranglehold of the Special Interests.
11,Harmonia hallii, Harmonia hallii (formerly Madia hallii) is a species of flowering plant in the aster family known by the common names Hall's harmonia and Hall's madia.
3,Onyeka Nwelue, Onyeka Nwelue (born 31 January 1988) is a Nigerian writer filmmaker and cultural entrepreneur described by Channel O as 'an unalloyed genius' who divides his time between Paris France and Lagos Nigeria.
4,Randy Glover, Randy Glover (born December 31 1941) is an American professional golfer who played on the PGA Tour in the 1960s.Glover was born in Sanford North Carolina. He attended the University of Tennessee. He turned professional and joined the PGA Tour in 1962.Glover played on the PGA Tour between 1962 and 1968 winning once the 1967 Azalea Open Invitational. He also won the 1965 Utah Open eight South Carolina Opens and two Carolinas Opens. His best finish in a major is T-19 at the 1976 U.S.
4,Joe Schepner, Joseph Maurice Schepner (August 10 1895 – September 28 1959) nicknamed Gentleman Joe was a professional baseball player. He was a third baseman for one season (1919) with the St. Louis Browns. For his career he compiled a .208 batting average in 48 at-bats with six runs batted in.He was born in Aliquippa Pennsylvania and died in Mobile Alabama at the age of 63.
10,Laothus, Laothus is a genus of butterfly in the family Lycaenidae.The members (species) of this genus are found in the Neotropic ecozone.
9,Salan Sar, Salan Sar (Persian: سالانسر‎ also Romanized as Sālān Sar; also known as Salāneh Sar) is a village in Rostamabad-e Jonubi Rural District in the Central District of Rudbar County Gilan Province Iran. At the 2006 census its existence was noted but its population was not reported.
6,Mercury Capri, The Mercury Capri was marketed in North America by the Lincoln-Mercury division of the Ford Motor Company. The Mercury Capri was sold in the US as three distinctly different cars over three decades. The Capri for the 1971–74 model years and Capri II for 1976–77 were Ford captive imports made by Ford of Europe in Germany. At its peak Capri sales in North America were the highest for any import model except the Volkswagen Beetle.
6,Japanese torpedo boat Kotaka, Kotaka (小鷹 Falcon) was a torpedo boat of the Imperial Japanese Navy. She was ordered in 1885 from the shipbuilder Yarrows in London Great Britain where she was built in parts along Japanese specifications and then assembled in Yokosuka Naval Arsenal Japan.She participated in the First Sino-Japanese War (1894–1895) and the Russo-Japanese War (1904–1905). She was decommissioned on 1 April 1908 to become a training ship.
4,Daniel Sepulveda, Daniel Wade Sepulveda (born January 12 1984) is an American football punter who played five seasons in the National Football League all with the Pittsburgh Steelers. He played college football for Baylor University earned All-American honors twice and was twice recognized as the best college punter. The Steelers selected Sepulveda in the fourth round of the 2007 NFL Draft. He is currently a free agent.
5,George Stewart Brown, George Stewart Brown (August 16 1871 - November 11 1941) was a Judge for the United States Customs Court.
8,Papakanui River, The Papakanui River is a river of the Auckland Region of New Zealand's North Island. This short wide river forms part of the lower Kaipara Harbour system adding its waters to the harbour close to the settlement of Tauhoa.
12,PH7 (Peter Hammill album), pH7 is an album by Peter Hammill originally released on Charisma Records in September 1979.
6,USS Barr (DE-576), USS Barr (DE-576/APD-39) originally a Buckley-class destroyer escort and later a Charles Lawrence-class of the United States Navy named for Pvt. Woodrow Wilson Barr of Keyser West Virginia.Barr was laid down on 5 November 1943 at Hingham Massachusetts by the Bethlehem Shipbuilding Co.; launched on 28 December 1943; sponsored by Mrs. Cora Dell Barr Pfc. Barr's mother; and commissioned on 16 February 1944 Lieutenant Commander Henry H. Love in command.
2,Technical University of Denmark, The Technical University of Denmark (Danish: Danmarks Tekniske Universitet) often simply referred to as DTU is a university in Kongens Lyngby just north of Copenhagen Denmark. It was founded in 1829 at the initiative of Hans Christian Ørsted as Denmark's first polytechnic and is today ranked among Europe's leading engineering institutions and the best engineering university in the Nordic countries.
9,Yengiabad West Azerbaijan, Yengiabad (Persian: ينگي اباد‎ also Romanized as Yengīābād) is a village in Mahmudabad Rural District in the Central District of Shahin Dezh County West Azerbaijan Province Iran. At the 2006 census its population was 774 in 182 families.
4,Håkan Norebrink, Håkan Norebrink (born 21 February 1965) is a Swedish modern pentathlete. He competed at the 1992 Summer Olympics competing in both the team and individual events. The Swedish team placed eighth and Norebrink finished sixth in the individual competition.
7,Eastgate Mall (Chattanooga), Eastgate Mall is an enclosed mixed-use facility (office and retail complex) in Chattanooga TN.
2,L'École Internationale de Théâtre Jacques Lecoq, L'École Internationale de Théâtre Jacques Lecoq is a school of physical theatre situated in the 10th arrondissement of Paris. Founded in 1956 by Jacques Lecoq the school is a professional two-year course.
14,Against All Things Ending, Against All Things Ending is a 2010 fantasy novel by Stephen R. Donaldson. It is the third novel in the Last Chronicles Of Thomas Covenant tetralogy and the ninth novel in The Chronicles of Thomas Covenant overall. It was released on October 19 2010 in the USA and on 28 October 2010 in the United Kingdom.A preview of the book's first chapter is currently available in PDF form from the author's website
1,BK02, BK02 is a group of developers from Ho Chi Minh City University of Technology one of the most popular universities in Vietnam. The main aim of the group is to research and develop free open source software targeting computer end-users.
3,Liv Maessen, Liv Maessen is an Australian pop singer who had hits in the early 1970s with The Love Moth Knock Knock Who's There? and Snowbird. In 1969 Maessen had finished second in the New Faces talent show. Her prize included a recording contract with Ron Tudor's Fable Records which released her albums Live for Life (1971) and Best of Liv Maessen (1973). She won the 1970 Logie Award for 'Best New Talent'.
14,Writings and Drawings, Writings and Drawings is a collection of lyrics and personal drawings from Bob Dylan. It was published in 1973 and is currently out-of-print. The book contained Dylan's lyrics from 1962's Bob Dylan to selections from 1971's Greatest Hits Volume 2. Also included are poems and other writings including album liner notes. The lyrics and writings are arranged by album era with unreleased songs grouped with the album of its period. The list price for the new book circa 1973 is $6.95.
13,Lady Gangster, Lady Gangster is a 1942 Warner Bros. B picture directed by Robert Florey credited as Florian Roberts. It was based on the play Gangstress or Women in Prison by Dorothy Mackaye and is considered to be a remake of the pre-Code film Ladies They Talk About. Jackie Gleason plays a supporting role.
12,Opening Remarks, Opening Remarks is a 1978 studio album by jazz guitarist Ted Dunbar recorded for Xanadu Records.
1,German Investment Corporation, Deutsche Investitions- und Entwicklungsgesellschaft (DEG) translates into German Investment and Development Corporation. DEG is a subsidiary of KfW. It was founded in Cologne in September 1962 as a federally owned company. Its headquarters is located in Cologne. In 2012 DEG employed a staff of more than 473 both in Germany and abroad. DEG made financial commitments with a total of EUR 1.33 billion in 2012 and total assets were at EUR 4.6 billion.
7,Warehouse premises of Hardware (Bristol) Limited, The Warehouse premises of Hardware (Bristol) Limited (grid reference ST596729) is on Old Bread Street Bristol England.It was built in 1882 by William Bruce Gingell in red brick with white and black brick details and is an example of the Bristol Byzantine style. It was originally part of Christopher Thomas and Brothers' soap works. It has been designated by English Heritage as a grade II listed building.
4,Bill Kennedy (1942–47 pitcher), William Gorman Kennedy (December 22 1918 – August 20 1995) was a professional baseball player. He was a left-handed pitcher over parts of three seasons (1942 1946–47) with the Washington Senators. For his career he compiled a 1-3 record with a 6.79 earned run average and 23 strikeouts in 63⅔ innings pitched. He was born in and later died in Alexandria Virginia at the age of 76.
5,Harising Nasaru Rathod, Rathod Harising Nasaru (born 4 February 1954) is a member of the 14th Lok Sabha of India. He represents the Yavatmal constituency of Maharashtra and is a member of the Bharatiya Janata Party (BJP) political party. He won office in the 2004 election.
8,Kuyuq, Kuyuq (Quechua kuyuy to move -q a suffix the one that moves hispanicized spelling Cuyoc) is a mountain in the south of the Waywash mountain range in the Andes of Peru about 5550 metres (18209 ft) high. It is located in the Lima Region Cajatambo Province Cajatambo District. Kuyuq lies north of Pumarinri.
3,Graham Higgins, Graham Higgins (born 1953) is a British writer and artist designer and lecturer.
2,Robert M. La Follette School of Public Affairs, The Robert M. La Follette School of Public Affairs commonly known as the La Follette School is a public graduate public policy school at the University of Wisconsin–Madison. It offers master's degrees in public affairs and international public affairs and joint degrees with other departments. The La Follette School is housed in the Observatory Hill Office Building.
8,Veischede, Veischede is a river of North Rhine-Westphalia Germany.
9,Chah Rowghani Fars, Chah Rowghani (Persian: چاه روغني‎ also Romanized as Chāh Rowghanī) is a village in Hana Rural District Abadeh Tashk District Neyriz County Fars Province Iran. At the 2006 census its existence was noted but its population was not reported.
3,Sigismund Salblinger, Sigismund Salblinger was a musician working in Augsburg who published a collection of musical pieces called Concentus in 1545. The collection contained some of the most celebrated madrigals of the period including works by Josquin Baston. He dedicated the work to the magistrates at Augsburg.
9,Čichalov, Čichalov (German: Sichlau) is a village and municipality in Karlovy Vary District in the Karlovy Vary Region of the Czech Republic.
12,A Little Good News (album), A Little Good News is a studio album by Canadian country pop artist Anne Murray. It was released by Capitol Records in 1983. The album peaked at number 9 on the Billboard Top Country Albums chart. The title track topped the country singles charts in the U.S.; That's Not the Way (It's S'posed to Be) was also released as a single.
8,Pârâul Mijlociu (Răstolița), The Pârâul Mijlociu is a tributary of the Tihul River in Romania. It is sometimes considered as a headwater of the Răstolița River
11,Dipterocarpus kunstleri, Dipterocarpus kunstleri grows as a canopy tree up to 40 metres (130 ft) tall with a trunk diameter of up to 1 metre (3 ft 3 in). Bark is orange-brown. Fruit is ellipsoid up to 5 centimetres (2.0 in) long. Habitat is mixed dipterocarp forest from sea-level to 400 metres (1300 ft) altitude. D. kunstleri is found in Indonesia Malaysia Brunei and the Philippines.
9,Atrouli, Atrouli is a village development committee in Sarlahi District in the Janakpur Zone of south-eastern Nepal. At the time of the 1991 Nepal census it had a population of 4888 people living in 894 individual households.
